Comienzo ensayo plano fontrol (coord base, coord wobj
[277.901,862.239,1157.71]   [348.171,-174.266,140.906]
[303.057,862.358,1157.65]   [348.084,-149.142,140.898]
[353.212,815.123,1157.57]   [395.292,-98.9861,140.921]
[403.248,815.948,1157.5]   [394.596,-48.9723,140.87]
[402.925,719.52,1157.26]   [503.08,-49.2391,140.742]
[452.933,719.566,1157.21]   [503.141,0.631601,140.708]
[502.913,719.614,1157.14]   [503.077,50.7768,140.744]
[603.04,851.94,1157.16]   [358.767,150.887,140.786]
[627.933,907.435,1157.06]   [303.341,175.772,140.605]
[0,0,0]
[277.764,874.294,1067.66]   [336.149,-174.28,50.8562]
[302.852,848.898,1067.57]   [361.536,-149.186,50.8699]
[352.95,814.112,1067.54]   [396.382,-99.1372,50.8262]
[402.931,827.101,1067.46]   [383.406,-49.0995,50.8736]
[452.965,826.884,1067.35]   [383.671,0.893563,50.8238]
[503.012,826.684,1067.24]   [383.959,50.8859,50.7752]
[552.998,826.482,1067.18]   [384.226,100.87,50.7469]
[602.797,874.792,1067.08]   [335.957,150.78,50.6368]
[627.744,882.422,1066.9]   [328.324,175.766,50.5642]
[0,0,0]
[277.666,894.655,1017.63]   [315.821,-174.301,0.824809]
[302.675,897.269,1017.59]   [313.23,-149.278,0.795007]
[352.829,850.92,1017.54]   [359.68,-99.2104,0.768423]
[402.894,827.283,1017.39]   [383.27,-49.0877,0.820398]
[452.94,827.117,1017.33]   [383.486,0.923365,0.794053]
[502.924,814.616,1017.24]   [395.975,50.9264,0.779033]
[552.919,826.609,1017.16]   [384.113,100.859,0.74625]
[602.726,874.845,1016.94]   [335.92,150.751,0.578165]
[627.627,870.215,1016.94]   [340.467,175.768,0.606179]
[0,0,0]
[277.544,927.224,967.62]   [283.256,-174.32,-49.2322]
[302.637,898.917,967.547]   [311.572,-149.22,-49.2226]
[352.892,840.656,967.509]   [369.95,-99.1414,-49.2451]
[403.001,816.806,967.365]   [393.811,-48.9379,-49.166]
[453.009,816.772,967.28]   [393.899,1.01438,-49.1918]
[502.941,828.546,967.25]   [382.195,50.8521,-49.3112]
[552.787,876.857,967.031]   [333.922,100.792,-49.3991]
[602.667,885.03,967.026]   [325.749,150.732,-49.3567]
[627.582,920.229,967.012]   [290.54,175.798,-49.348]
[0,0,0]
[277.864,885.804,1157.7]   [324.632,-174.29,140.887]
[303.024,862.343,1157.67]   [348.085,-149.145,140.916]
[353.227,815.12,1157.55]   [395.295,-98.9637,140.922]
[403.253,815.944,1157.51]   [394.583,-48.9713,140.888]
[403.055,719.595,1157.31]   [502.845,-47.6778,140.928]
[452.913,719.568,1157.21]   [503.081,0.76589,140.753]
[502.92,719.612,1157.15]   [503.079,50.777,140.742]
[603.061,839.866,1157.12]   [370.912,150.864,140.779]
[627.896,907.424,1157.05]   [303.332,175.724,140.615]
[0,0,0]
[277.752,874.311,1067.67]   [336.142,-174.299,50.8456]
[302.858,861.079,1067.65]   [349.388,-149.205,50.8244]
[352.94,814.095,1067.53]   [396.392,-99.1406,50.8082]
[402.957,827.084,1067.42]   [383.42,-49.0819,50.8548]
[452.963,826.881,1067.33]   [383.676,0.882894,50.8091]
[502.993,826.684,1067.27]   [383.96,50.8839,50.7693]
[553.022,826.517,1067.19]   [384.185,100.893,50.7768]
[602.828,886.916,1067.01]   [323.864,150.772,50.5736]
[627.712,870.197,1066.89]   [340.494,175.746,50.5654]
[0,0,0]
[277.663,882.471,1017.64]   [327.964,-174.302,0.815868]
[302.795,848.68,1017.6]   [361.797,-149.191,0.827551]
[352.789,862.998,1017.48]   [347.544,-99.1959,0.809789]
[402.909,827.295,1017.41]   [383.262,-49.09,0.840425]
[452.905,827.101,1017.32]   [383.502,0.892222,0.801206]
[502.908,826.868,1017.25]   [383.796,50.8702,0.79751]
[552.917,826.617,1017.19]   [384.098,100.867,0.776768]
[602.701,874.822,1016.93]   [335.931,150.748,0.553608]
[627.742,882.459,1016.97]   [328.303,175.858,0.642538]
[0,0,0]
[277.515,927.225,967.605]   [283.253,-174.327,-49.221]
[302.637,898.915,967.563]   [311.568,-149.22,-49.2023]
[352.835,840.644,967.504]   [369.954,-99.1666,-49.2306]
[403.025,816.794,967.364]   [393.809,-48.9386,-49.156]
[452.999,816.752,967.275]   [393.908,0.998467,-49.1858]
[503.053,816.435,967.221]   [394.277,50.9919,-49.2129]
[552.801,876.837,967.032]   [333.938,100.802,-49.3935]
[602.685,885.012,967.029]   [325.747,150.759,-49.3353]
[627.567,908.08,967.04]   [302.73,175.744,-49.3289]
[0,0,0]
[277.875,885.812,1157.7]   [324.622,-174.286,140.896]
[303.052,862.342,1157.66]   [348.089,-149.138,140.917]
[353.225,815.116,1157.56]   [395.288,-98.9805,140.926]
[403.248,815.94,1157.49]   [394.581,-48.9877,140.896]
[402.92,719.527,1157.29]   [503.078,-49.2438,140.751]
[453.066,719.624,1157.24]   [502.836,2.40403,140.962]
[503.078,719.66,1157.17]   [502.86,52.4664,140.93]
[603.03,851.933,1157.14]   [358.774,150.907,140.771]
[627.879,919.513,1156.95]   [291.243,175.744,140.522]
[0,0,0]
[277.779,874.321,1067.66]   [336.138,-174.285,50.8608]
[302.845,861.091,1067.65]   [349.37,-149.23,50.8419]
[352.959,814.106,1067.58]   [396.389,-99.1334,50.8425]
[402.948,827.098,1067.44]   [383.413,-49.1003,50.8699]
[452.965,826.895,1067.37]   [383.673,0.894368,50.8399]
[502.984,826.675,1067.28]   [383.948,50.8728,50.7973]
[553.008,826.502,1067.21]   [384.211,100.889,50.7768]
[602.823,874.784,1067.05]   [335.948,150.784,50.6222]
[627.768,882.431,1066.93]   [328.319,175.809,50.5598]
[0,0,0]
[277.649,894.667,1017.64]   [315.818,-174.31,0.820518]
[302.77,860.85,1017.6]   [349.634,-149.233,0.833631]
[352.905,814.426,1017.55]   [396.123,-99.1358,0.826597]
[402.904,827.288,1017.4]   [383.266,-49.0929,0.838161]
[452.905,827.107,1017.32]   [383.504,0.894994,0.794053]
[502.914,826.854,1017.25]   [383.798,50.8696,0.805855]
[552.941,814.397,1017.18]   [396.243,100.923,0.771403]
[602.704,874.834,1016.94]   [335.927,150.73,0.569701]
[627.628,918.791,1017.04]   [291.992,175.695,0.696063]
[0,0,0]
[277.565,939.375,967.613]   [271.135,-174.303,-49.2426]
[302.64,898.896,967.546]   [311.581,-149.227,-49.2027]
[352.844,840.668,967.514]   [369.943,-99.1423,-49.2402]
[402.798,865.345,967.405]   [345.223,-49.1047,-49.2609]
[452.794,865.302,967.327]   [345.298,0.894845,-49.2563]
[503.081,816.439,967.228]   [394.288,51.0009,-49.2522]
[552.73,864.588,966.961]   [346.056,100.898,-49.4209]
[602.658,885,967.044]   [325.746,150.774,-49.3228]
[627.573,920.231,967.012]   [290.527,175.783,-49.3228]
[0,0,0]
[277.874,873.68,1157.71]   [336.73,-174.285,140.897]
[303.026,862.331,1157.64]   [348.104,-149.16,140.889]
[353.177,802.892,1157.51]   [407.494,-98.9998,140.916]
[403.228,828.072,1157.52]   [382.522,-49.0425,140.807]
[403.059,719.586,1157.32]   [502.835,-47.6772,140.965]
[453.071,719.629,1157.25]   [502.862,2.41098,140.926]
[502.924,719.609,1157.14]   [503.081,50.7703,140.737]
[603.095,839.867,1157.14]   [370.919,150.872,140.794]
[628.001,858.926,1157.08]   [351.802,175.819,140.75]
[0,0,0]
[277.743,886.445,1067.67]   [324.01,-174.312,50.8342]
[302.85,861.077,1067.65]   [349.392,-149.223,50.8411]
[352.945,814.104,1067.55]   [396.397,-99.1344,50.8038]
[402.948,827.093,1067.44]   [383.402,-49.0897,50.8599]
[452.97,814.714,1067.36]   [395.864,0.868887,50.7851]
[503.008,826.675,1067.26]   [383.966,50.8998,50.7666]
[552.987,826.499,1067.2]   [384.201,100.866,50.773]
[602.82,874.787,1067.08]   [335.952,150.797,50.6521]
[627.753,882.411,1066.92]   [328.312,175.775,50.5606]
[0,0,0]
[277.676,882.485,1017.64]   [327.953,-174.279,0.822306]
[302.759,860.843,1017.58]   [349.637,-149.23,0.818014]
[352.77,863.003,1017.48]   [347.529,-99.2076,0.811815]
[402.896,827.287,1017.41]   [383.259,-49.0884,0.851274]
[452.887,827.102,1017.32]   [383.502,0.885695,0.784039]
[502.927,826.847,1017.26]   [383.793,50.8776,0.822663]
[552.942,826.612,1017.18]   [384.114,100.885,0.77045]
[602.712,874.824,1016.95]   [335.93,150.756,0.573277]
