Comienzo ensayo plano fontrol (coord base, coord wobj
[277.834,835.718,1157.55]   [380.773,-174.372,140.786]
[302.953,816.551,1157.52]   [399.944,-149.284,140.784]
[353.133,777.778,1157.45]   [438.785,-99.1323,140.773]
[403.15,759.403,1157.39]   [457.154,-49.0867,140.813]
[402.978,719.553,1157.29]   [502.989,-48.5637,140.82]
[452.987,719.594,1157.22]   [502.992,1.45137,140.833]
[510.586,719.726,1157.31]   [503.072,63.9037,140.795]
[602.983,813.806,1157.08]   [402.97,150.744,140.74]
[627.896,836.566,1157.05]   [380.228,175.687,140.723]
[0,0,0]
[277.74,842.435,1067.56]   [374.093,-174.339,50.7569]
[302.796,815.171,1067.53]   [401.385,-149.314,50.7661]
[352.87,776.44,1067.45]   [440.149,-99.2771,50.7851]
[402.884,764.162,1067.36]   [452.47,-49.2434,50.7802]
[452.926,764.051,1067.31]   [452.627,0.763983,50.7742]
[502.913,763.958,1067.23]   [452.765,50.769,50.7672]
[552.866,788.138,1067.12]   [428.643,100.754,50.715]
[602.827,812.325,1067.07]   [404.47,150.73,50.7495]
[627.744,850.797,1067.01]   [366.06,175.665,50.6507]
[0,0,0]
[277.636,844.412,1017.58]   [372.166,-174.343,0.771165]
[302.693,839.599,1017.53]   [376.979,-149.3,0.793695]
[352.768,794.8,1017.45]   [421.829,-99.3048,0.771284]
[402.784,788.538,1017.36]   [428.131,-49.2936,0.735998]
[452.87,758.075,1017.26]   [458.621,0.761241,0.762224]
[502.743,788.305,1017.18]   [428.459,50.7104,0.742912]
[552.78,788.216,1017.14]   [428.6,100.708,0.72825]
[602.661,836.598,1017.03]   [380.254,150.676,0.62108]
[627.605,862.947,1016.98]   [353.921,175.686,0.666857]
[0,0,0]
[277.539,888.56,967.596]   [328.027,-174.356,-49.2283]
[302.649,847.446,967.541]   [369.16,-149.291,-49.2353]
[352.718,814.703,967.43]   [401.915,-99.2432,-49.2358]
[402.823,796.315,967.371]   [420.371,-49.1711,-49.2429]
[452.893,777.964,967.288]   [438.804,0.854284,-49.2731]
[502.743,808.179,967.221]   [408.62,50.7446,-49.2625]
[552.635,832.32,967.107]   [384.507,100.674,-49.323]
[602.592,847.403,967.049]   [369.441,150.694,-49.2952]
[627.558,894.923,967.022]   [321.979,175.63,-49.3118]
[0,0,0]
[277.852,841.629,1157.58]   [374.856,-174.367,140.805]
[302.946,816.55,1157.52]   [399.942,-149.269,140.801]
[353.161,771.727,1157.45]   [444.821,-99.1303,140.805]
[403.125,759.4,1157.38]   [457.17,-49.1181,140.799]
[402.921,719.52,1157.27]   [503.111,-49.3274,140.719]
[452.916,719.566,1157.21]   [503.116,0.677526,140.722]
[502.924,719.608,1157.14]   [503.117,50.6792,140.727]
[602.964,825.978,1157.11]   [390.814,150.757,140.763]
[627.895,836.554,1157.06]   [380.232,175.701,140.748]
[0,0,0]
[277.736,842.44,1067.57]   [374.09,-174.349,50.7672]
[302.784,815.178,1067.53]   [401.363,-149.313,50.7817]
[352.887,770.374,1067.43]   [446.224,-99.2556,50.7748]
[402.908,764.165,1067.36]   [452.464,-49.2362,50.7822]
[452.935,757.993,1067.3]   [458.709,0.75087,50.7895]
[502.912,770.036,1067.22]   [446.682,50.7852,50.7598]
[552.814,788.144,1067.12]   [428.64,100.702,50.7215]
[602.845,806.231,1067.08]   [410.571,150.726,50.7399]
