Comienzo ensayo plano fontrol (coord base, coord wobj
[277.912,769.092,1157.6]   [447.409,-174.349,140.823]
[303.122,749.818,1157.54]   [466.704,-149.16,140.873]
[306.178,719.586,1157.64]   [503.083,-141.687,140.856]
[353.702,719.61,1157.46]   [502.994,-96.1241,140.907]
[403.679,719.686,1157.38]   [502.944,-46.1218,140.929]
[453.753,719.712,1157.31]   [502.956,3.94824,140.935]
[503.757,719.765,1157.24]   [502.947,53.9735,140.925]
[553.774,719.803,1157.17]   [502.939,104.004,140.927]
[603.297,719.083,1157]   [505.943,152.086,140.659]
[0,0,0]
[462.664,669.582,1114.68]   [553.156,4.50572,96.6936]
[302.856,778.805,1067.54]   [437.749,-149.269,50.8113]
[352.906,764.31,1067.47]   [452.281,-99.2383,50.7948]
[403.07,721.691,1067.37]   [494.944,-49.0901,50.815]
[428.452,669.986,1067.42]   [551.978,-17.7187,50.938]
[502.691,691.419,1067.18]   [525.5,50.8246,50.7872]
[528.451,670.097,1067.21]   [551.963,82.3022,50.8866]
[602.955,745.63,1067.06]   [471.166,150.833,50.7691]
[627.803,790.238,1067.05]   [426.594,175.697,50.7487]
[0,0,0]
[277.694,783.76,1017.54]   [432.791,-174.34,0.778198]
[302.796,778.952,1017.54]   [437.618,-149.268,0.803471]
[352.885,758.414,1017.45]   [458.226,-99.2332,0.77641]
[402.988,715.703,1017.38]   [500.901,-49.0803,0.821948]
[452.931,733.78,1017.25]   [482.915,0.815898,0.771284]
[502.632,691.51,1017.16]   [525.428,50.8132,0.742912]
[552.896,757.906,1017.14]   [458.916,100.761,0.74172]
[602.804,763.877,1017.05]   [452.953,150.719,0.715137]
[627.768,784.211,1017.02]   [432.652,175.68,0.729918]
[0,0,0]
[496.03,688.465,998.351]   [533.511,38.0153,-18.9322]
[302.827,780.679,967.523]   [435.954,-149.211,-49.2706]
[352.861,778.307,967.421]   [438.361,-99.1811,-49.2519]
[398.951,730.634,967.298]   [486.588,-50.6131,-49.298]
[402.726,719.645,967.293]   [502.943,-48.5219,-49.1145]
[452.731,719.694,967.227]   [502.94,1.52957,-49.1259]
[502.669,719.693,967.13]   [503.144,50.6336,-49.2941]
[602.649,798.934,966.957]   [417.954,150.681,-49.4019]
[627.58,846.467,967.034]   [370.404,175.666,-49.2992]
[0,0,0]
[526.336,705.145,1022.01]   [518.441,68.9199,8.47399]
[291.341,720.08,1157.61]   [500.294,-155.342,141.023]
[302.914,719.432,1157.41]   [503.144,-149.376,140.706]
[352.959,719.506,1157.37]   [503.013,-98.6057,140.824]
[402.973,719.55,1157.29]   [502.989,-48.5886,140.812]
[452.993,719.596,1157.23]   [502.998,1.46827,140.837]
[502.994,719.637,1157.15]   [502.998,51.5111,140.828]
[552.983,719.679,1157.08]   [503.006,101.473,140.796]
[602.926,719.701,1157.01]   [503.176,150.645,140.704]
[0,0,0]
[450.925,669.555,1111.63]   [553.183,-7.20999,93.634]
[302.868,766.653,1067.52]   [449.868,-149.25,50.8194]
[352.992,733.949,1067.45]   [482.65,-99.1967,50.7894]
[403.08,727.752,1067.39]   [488.932,-49.1501,50.758]
[449.029,680.28,1067.2]   [537.056,-0.688225,50.7445]
[456.213,669.844,1067.48]   [553.024,8.29929,50.907]
[502.826,669.661,1067.12]   [553.099,50.6604,50.7342]
[602.936,739.546,1067.04]   [477.273,150.795,50.7259]
[627.867,759.916,1067.03]   [456.934,175.734,50.7064]
[0,0,0]
[458.922,669.604,1043.04]   [553.155,0.736833,25.7114]
[302.783,772.892,1017.53]   [443.687,-149.274,0.829816]
[352.934,734.103,1017.43]   [482.534,-99.2071,0.765324]
[402.908,739.984,1017.35]   [476.663,-49.196,0.756025]
[445.181,675.76,1017.3]   [542.425,-3.16021,0.72813]
[502.967,709.342,1017.17]   [507.336,50.8808,0.74172]
[552.905,751.832,1017.12]   [464.969,100.809,0.738978]
[602.784,769.947,1017.05]   [446.863,150.742,0.721931]
[627.707,802.411,1017]   [414.451,175.664,0.679255]
[0,0,0]
[424.902,698.514,988.134]   [523.373,-33.0897,-29.2109]
[302.728,804.927,967.494]   [411.641,-149.267,-49.2268]
[352.862,748.061,967.449]   [468.719,-99.1438,-49.2295]
[378.276,720.022,967.494]   [501.924,-67.6664,-49.0356]
[402.66,719.607,967.274]   [503.105,-49.3312,-49.2688]
[452.727,719.69,967.223]   [502.945,1.51107,-49.1333]
[502.663,719.706,967.148]   [503.108,50.6895,-49.2818]
[602.655,804.975,966.948]   [411.895,150.653,-49.3865]
[627.597,846.452,967.039]   [370.405,175.684,-49.2899]
[0,0,0]
[515.832,703.63,1027.73]   [519.965,58.4252,14.1923]
[303.099,743.844,1157.62]   [472.749,-149.18,140.808]
[302.918,719.432,1157.41]   [503.115,-149.338,140.725]
[352.985,719.512,1157.37]   [502.992,-98.5854,140.853]
[402.96,719.565,1157.3]   [502.969,-48.5914,140.833]
[452.981,719.599,1157.23]   [502.995,1.44696,140.822]
[502.963,719.645,1157.16]   [502.989,51.4684,140.813]
[552.977,719.687,1157.08]   [502.979,101.494,140.808]
[602.94,719.674,1157]   [503.758,150.988,140.691]
[0,0,0]
[486.061,669.606,1120.65]   [553.157,27.9315,102.714]
[302.877,760.605,1067.55]   [455.958,-149.276,50.8221]
[353.026,733.965,1067.48]   [482.632,-99.1751,50.8325]
[403.051,697.477,1067.38]   [519.255,-49.1316,50.8051]
[453.006,709.357,1067.23]   [507.275,0.858516,50.7629]
[452.848,669.611,1067.18]   [553.101,0.684351,50.7305]
[502.849,669.657,1067.12]   [553.098,50.6803,50.7281]
[602.967,751.704,1067.09]   [465.102,150.784,50.7574]
[627.858,784.156,1067.03]   [432.662,175.698,50.7479]
[0,0,0]
[494.798,669.628,1048.12]   [553.169,36.6115,30.845]
[302.81,766.815,1017.52]   [449.749,-149.243,0.802875]
[353.004,715.857,1017.41]   [500.708,-99.0886,0.803471]
[403.052,721.831,1017.38]   [494.846,-49.0904,0.798941]
[452.956,727.746,1017.27]   [488.99,0.812083,0.729918]
[502.918,733.701,1017.19]   [483.056,50.7794,0.753164]
[552.905,733.588,1017.07]   [483.182,100.775,0.727296]
[602.779,769.953,1017.06]   [446.86,150.722,0.731945]
[627.638,832.603,1016.89]   [384.238,175.635,0.586152]
[0,0,0]
[454.567,694.36,992.433]   [527.579,-3.48875,-24.935]
[302.763,786.683,967.478]   [429.813,-149.213,-49.186]
[352.827,784.349,967.436]   [432.286,-99.2234,-49.2187]
[352.658,719.572,967.341]   [503.104,-99.3257,-49.275]
[402.653,719.617,967.275]   [503.111,-49.3285,-49.2789]
[452.729,719.697,967.225]   [502.94,1.52346,-49.1443]
[522.092,719.883,967.206]   [502.694,76.2583,-49.1771]
