Comienzo ensayo plano fontrol (coord base, coord wobj
[277.887,874.4,1157.71]   [336.014,-174.298,140.904]
[303.037,850.126,1157.63]   [360.233,-149.141,140.869]
[353.205,815.132,1157.61]   [395.279,-98.9831,140.937]
[403.265,815.936,1157.5]   [394.581,-48.9773,140.903]
[409.651,719.891,1157.71]   [502.894,-33.8765,141.016]
[452.919,719.569,1157.2]   [503.078,0.763208,140.747]
[553.099,839.984,1157.19]   [370.75,100.877,140.79]
[603.056,864.062,1157.12]   [346.542,150.903,140.775]
[627.9,907.421,1157.05]   [303.337,175.738,140.607]
[0,0,0]
[277.729,874.297,1067.66]   [336.151,-174.304,50.8449]
[302.852,861.08,1067.65]   [349.394,-149.217,50.841]
[352.94,814.103,1067.55]   [396.393,-99.1555,50.831]
[402.948,827.077,1067.42]   [383.42,-49.0811,50.8469]
[452.97,826.881,1067.34]   [383.673,0.911027,50.8132]
[502.991,826.684,1067.28]   [383.962,50.9031,50.7771]
[552.996,826.491,1067.22]   [384.22,100.885,50.7892]
[602.802,874.782,1067.08]   [335.959,150.767,50.6417]
[627.752,882.391,1066.94]   [328.32,175.794,50.5955]
[0,0,0]
[277.669,894.665,1017.65]   [315.826,-174.302,0.81861]
[302.761,872.992,1017.59]   [337.492,-149.227,0.791192]
[352.885,814.401,1017.53]   [396.142,-99.1328,0.794291]
[402.903,827.276,1017.39]   [383.276,-49.0923,0.827789]
[452.917,827.091,1017.31]   [383.482,0.910789,0.788212]
[502.935,826.841,1017.26]   [383.803,50.9034,0.817418]
[552.922,826.617,1017.2]   [384.106,100.873,0.774145]
[602.712,874.82,1016.95]   [335.932,150.755,0.570655]
[627.716,882.429,1016.96]   [328.306,175.822,0.635862]
[0,0,0]
[277.554,939.379,967.627]   [271.136,-174.29,-49.2396]
[302.65,898.904,967.555]   [311.578,-149.222,-49.2057]
[352.849,840.645,967.497]   [369.947,-99.1688,-49.2435]
[402.802,865.352,967.425]   [345.229,-49.0988,-49.2425]
[452.987,804.599,967.327]   [406.052,1.06964,-49.2545]
[502.986,828.524,967.248]   [382.201,50.8992,-49.3194]
[552.731,852.443,967.035]   [358.315,100.839,-49.4753]
[602.676,885.002,967.046]   [325.753,150.763,-49.3388]
[627.541,920.226,967.037]   [290.537,175.762,-49.3489]
[0,0,0]
[277.857,885.782,1157.69]   [324.655,-174.309,140.875]
[303.025,862.343,1157.65]   [348.109,-149.176,140.879]
[353.151,802.877,1157.5]   [407.514,-99.0191,140.888]
[403.224,828.081,1157.5]   [382.519,-49.0527,140.815]
[402.913,719.525,1157.28]   [503.075,-49.259,140.75]
[454.698,719.836,1157.43]   [502.805,7.44572,141.095]
[540.639,724.99,1157.34]   [490.072,95.7598,140.733]
[603.077,876.28,1157.15]   [334.399,150.88,140.765]
[627.871,919.526,1156.95]   [291.257,175.753,140.509]
[0,0,0]
[277.755,862.151,1067.63]   [348.282,-174.267,50.8544]
[302.761,921.764,1067.64]   [288.715,-149.266,50.8157]
[352.978,801.92,1067.5]   [408.556,-99.1419,50.878]
[402.946,827.086,1067.43]   [383.413,-49.0852,50.856]
